lot_id,die_attach_temp,bond_force,epoxy_volume,die_attach_void_percent,cure_temp,cure_time,cure_ramp_rate,mold_temp,mold_pressure,transfer_speed,vacuum_level,mold_void_count,pmc_temp,pmc_time,cooling_rate,warpage_mm,floor_life_hours,moisture_content,reflow_peak_temp,reflow_ramp_rate,time_above_liquidus,da_temp_zone,bond_force_zone,epoxy_volume_zone,da_void_zone,cure_temp_zone,cure_time_zone,cure_ramp_zone,mold_temp_zone,mold_pressure_zone,transfer_speed_zone,vacuum_zone,mold_void_zone,pmc_temp_zone,pmc_time_zone,cooling_zone,warpage_zone,floor_life_zone,moisture_zone,peak_temp_zone,reflow_ramp_zone,tal_zone,da_temp_risk,bond_force_risk,epoxy_volume_risk,da_void_risk,cure_temp_risk,cure_time_risk,cure_ramp_risk,mold_temp_risk,mold_pressure_risk,transfer_speed_risk,vacuum_risk,mold_void_risk,pmc_temp_risk,pmc_time_risk,cooling_risk,warpage_risk,floor_life_risk,moisture_risk,peak_temp_risk,reflow_ramp_risk,tal_risk,die_attach_score,die_attach_cure_score,moulding_score,pmc_score,reflow_score,die_attach_class,die_attach_cure_class,moulding_class,pmc_class,reflow_class,overall_risk,overall_class,danger_trigger_stage,final_action
LOT_0211,145.99,19.82,91.53,0.0,166.6,69.13,5.39,163.3,77.19,0.56,0.77,0,178.79,107.03,2.65,0.0,32.41,0.123,245.82,2.11,36.57,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Danger,Normal,Danger,Warning,Normal,Warning,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Normal,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.425,0.3,0.0,Low,Low,Medium,Low,Low,0.171,Low,Moulding,Immediate Hold / Halt
LOT_0212,136.62,20.68,95.51,1.79,170.57,77.6,4.59,172.96,84.0,0.73,0.54,4,174.76,55.14,2.86,0.01,26.4,0.322,256.97,2.1,75.07,Danger,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Danger,Warning,Normal,Normal,Warning,Warning,Normal,Normal,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.2,0.35,0.225,0.3,0.225,Low,Medium,Low,Low,Low,0.25,Low,Die Attach,Immediate Hold / Halt
LOT_0213,156.9,20.89,110.14,5.15,155.74,40.0,2.67,178.97,89.51,1.37,0.67,5,165.94,69.18,5.28,0.113,26.58,0.308,247.59,3.53,128.85,Warning,Normal,Danger,Warning,Warning,Warning,Warning,Normal,Warning,Danger,Normal,Warning,Normal,Warning,Warning,Warning,Normal,Warning,Normal,Danger,Warning,0.5,0.0,1.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.5,0.4,0.4,0.4,Medium,Medium,Medium,Medium,Medium,0.435,Medium,Die Attach,Immediate Hold / Halt
LOT_0214,153.27,22.54,104.11,2.16,171.05,39.08,6.58,167.83,82.29,0.83,0.61,2,158.84,97.57,3.13,0.15,24.03,0.309,237.34,2.03,76.24,Normal,Warning,Normal,Normal,Warning,Danger,Warning,Warning,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Normal,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.1,0.675,0.175,0.3,0.1,Low,High,Low,Low,Low,0.235,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0215,155.14,25.03,93.56,8.31,147.64,42.09,3.56,166.88,67.33,1.08,0.46,3,174.83,94.78,4.99,0.074,0.0,0.409,240.29,1.75,84.66,Warning,Danger,Warning,Warning,Danger,Warning,Normal,Warning,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Normal,Normal,Normal,0.5,1.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6,0.525,0.35,0.0,0.1,Medium,Medium,Medium,Low,Low,0.311,Low,Die Attach,Immediate Hold / Halt
LOT_0216,144.52,18.75,102.75,5.39,157.82,52.68,6.61,177.98,96.6,1.24,0.73,0,175.35,89.04,3.17,0.093,46.69,0.325,237.97,3.09,70.87,Warning,Normal,Normal,Warning,Warning,Normal,Warning,Normal,Danger,Warning,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Warning,Normal,Warning,Normal,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.3,0.325,0.35,0.1,0.2,Low,Low,Medium,Low,Low,0.261,Low,Moulding,Immediate Hold / Halt
LOT_0217,151.3,19.09,98.25,7.06,156.68,89.18,2.27,171.41,82.96,1.12,0.48,2,172.87,85.84,6.09,0.147,44.95,0.105,244.36,2.26,59.83,Normal,Normal,Normal,Warning,Warning,Warning,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Normal,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.075,0.3,0.0,Low,Medium,Low,Low,Low,0.179,Low,None,Continue
LOT_0218,152.16,18.39,105.24,0.0,178.75,46.56,5.33,179.75,75.43,1.17,0.25,6,170.1,79.26,3.55,0.145,9.97,0.138,243.23,1.56,144.62,Normal,Normal,Warning,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Warning,Danger,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Warning,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.1,0.35,0.45,0.3,0.1,Low,Medium,Medium,Low,Low,0.255,Low,Moulding,Immediate Hold / Halt
LOT_0219,146.6,22.49,101.68,0.06,164.95,71.76,4.72,182.16,88.17,1.18,0.41,0,165.7,93.53,4.82,0.0,23.81,0.274,242.78,3.53,102.65,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Warning,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Danger,Normal,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.175,0.275,0.0,0.2,Low,Low,Low,Low,Low,0.165,Low,Solder Reflow,Immediate Hold / Halt
LOT_0220,157.86,19.35,107.5,10.54,175.49,43.62,4.62,172.93,83.91,1.14,0.33,2,155.86,115.96,3.23,0.084,16.57,0.422,222.3,2.49,86.83,Warning,Normal,Warning,Danger,Warning,Warning,Normal,Normal,Normal,Warning,Warning,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Normal,0.5,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.6,0.35,0.15,0.2,0.1,Medium,Medium,Low,Low,Low,0.265,Low,Die Attach,Immediate Hold / Halt
LOT_0221,147.28,25.18,92.9,7.09,167.85,78.92,4.0,170.6,88.77,1.09,0.19,0,172.7,105.08,2.98,0.0,36.56,0.067,228.86,0.23,114.42,Normal,Danger,Warning,Warning,Normal,Warning,Normal,Normal,Warning,Normal,Danger,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Normal,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.175,0.25,0.2,0.0,Medium,Low,Low,Low,Low,0.219,Low,Die Attach,Immediate Hold / Halt
LOT_0222,150.77,19.32,111.11,6.55,177.93,39.11,4.95,165.3,78.16,0.95,0.63,2,174.36,102.66,7.23,0.055,1.42,0.287,238.58,3.69,81.5,Normal,Normal,Danger,Warning,Warning,Danger,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Danger,Normal,Normal,Normal,Normal,Danger,Normal,0.0,0.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.525,0.1,0.3,0.2,Medium,Medium,Low,Low,Low,0.279,Low,Die Attach,Immediate Hold / Halt
LOT_0223,146.61,18.59,105.75,3.37,159.87,84.98,3.72,175.21,85.22,0.67,0.6,0,175.76,72.67,5.04,0.168,44.67,0.288,243.15,2.04,134.13,Normal,Normal,Warning,Normal,Warning,Warning,Normal,Normal,Warning,Danger,Normal,Normal,Warning,Warning,Warning,Warning,Normal,Normal,Normal,Normal,Warning,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.1,0.35,0.25,0.5,0.1,Low,Medium,Low,Medium,Low,0.235,Low,Moulding,Immediate Hold / Halt
LOT_0224,145.8,16.89,105.32,0.82,157.4,38.35,4.28,174.5,81.94,1.19,0.61,1,168.61,99.18,5.91,0.09,12.74,0.101,233.44,3.03,107.34,Normal,Warning,Warning,Normal,Warning,Danger,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Warning,Normal,0.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.2,0.525,0.075,0.1,0.1,Low,Medium,Low,Low,Low,0.177,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0225,153.46,19.61,111.26,2.06,172.64,59.42,4.09,178.56,83.28,1.07,0.52,2,186.72,111.32,5.08,0.089,48.17,0.328,245.21,2.26,87.57,Normal,Normal,Danger,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Danger,Warning,Warning,Normal,Warning,Warning,Normal,Normal,Normal,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.2,0.175,0.0,0.4,0.175,Low,Low,Low,Medium,Low,0.17,Low,Die Attach,Immediate Hold / Halt
LOT_0226,130.98,20.63,96.09,10.37,165.15,42.17,4.93,168.72,83.79,1.06,0.69,0,170.24,65.43,5.05,0.122,35.9,0.25,248.32,3.78,81.45,Danger,Normal,Normal,Danger,Normal,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Warning,Normal,Normal,Normal,Danger,Normal,1.0,0.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.6,0.175,0.1,0.4,0.2,Medium,Low,Low,Medium,Low,0.281,Low,Die Attach,Immediate Hold / Halt
LOT_0227,150.83,16.74,93.05,4.39,173.83,56.16,4.65,172.56,75.72,1.06,0.2,6,165.34,102.99,2.1,0.134,40.13,0.308,237.04,2.7,54.51,Normal,Warning,Warning,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Danger,Normal,Warning,Warning,Warning,Normal,Warning,Normal,Normal,Normal,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.2,0.175,0.375,0.4,0.1,Low,Low,Medium,Medium,Low,0.245,Low,Moulding,Immediate Hold / Halt
LOT_0228,148.48,23.09,106.37,4.06,157.2,69.68,5.03,161.08,86.26,1.0,0.74,0,147.76,95.02,4.44,0.0,0.52,0.663,242.56,3.08,70.48,Normal,Warning,Warning,Normal,Warning,Normal,Normal,Danger,Warning,Normal,Warning,Normal,Danger,Normal,Normal,Normal,Normal,Danger,Normal,Warning,Normal,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.2,0.175,0.375,0.2,0.3,Low,Low,Medium,Low,Low,0.265,Low,Moulding,Immediate Hold / Halt
LOT_0229,137.46,19.49,97.88,2.4,164.08,63.96,4.77,167.42,83.89,0.61,0.09,4,173.55,88.97,1.91,0.023,17.69,0.011,239.09,3.02,132.82,Danger,Normal,Normal,Normal,Normal,Normal,Normal,Warning,Normal,Danger,Danger,Warning,Normal,Normal,Danger,Normal,Normal,Normal,Normal,Warning,Warning,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.2,0.0,0.55,0.2,0.2,Low,Low,Medium,Low,Low,0.258,Low,Die Attach,Immediate Hold / Halt
LOT_0230,147.48,22.27,84.69,6.64,158.57,64.61,4.63,182.92,73.0,1.13,0.44,2,168.71,74.78,3.98,0.075,29.79,0.263,251.38,3.24,58.48,Normal,Warning,Danger,Warning,Warning,Normal,Normal,Warning,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Warning,Warning,Normal,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.175,0.275,0.1,0.225,Medium,Low,Low,Low,Low,0.266,Low,Die Attach,Immediate Hold / Halt
LOT_0231,155.21,16.44,104.7,6.48,149.71,61.39,4.3,170.45,90.81,0.87,0.34,2,174.8,87.45,5.75,0.122,0.0,0.171,240.51,2.88,11.26,Warning,Warning,Normal,Warning,Danger,Normal,Normal,Normal,Danger,Warning,Warning,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Normal,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.35,0.35,0.3,0.0,Medium,Medium,Medium,Low,Low,0.265,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0232,165.29,21.59,101.19,8.73,183.75,73.06,6.42,175.78,78.87,0.9,0.33,0,160.55,88.63,1.47,0.095,23.13,0.272,240.82,4.96,130.8,Danger,Normal,Normal,Warning,Danger,Warning,Warning,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Danger,Normal,Normal,Normal,Normal,Danger,Warning,1.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.4,0.675,0.075,0.3,0.3,Medium,High,Low,Low,Low,0.32,Low,Die Attach,Immediate Hold / Halt
LOT_0233,142.53,20.7,95.14,0.0,154.28,66.48,3.98,180.81,87.95,1.27,0.33,3,174.43,81.46,2.84,0.209,29.46,0.345,238.42,1.52,72.92,Warning,Normal,Normal,Normal,Warning,Normal,Normal,Warning,Warning,Warning,Warning,Warning,Normal,Normal,Warning,Danger,Normal,Warning,Normal,Normal,Normal,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,0.5,0.0,0.0,0.0,0.1,0.175,0.5,0.5,0.1,Low,Low,Medium,Medium,Low,0.271,Low,Post-Mould Cure,Immediate Hold / Halt
LOT_0234,149.26,16.81,99.92,0.0,156.04,70.06,5.91,172.65,71.86,0.79,0.43,4,176.5,81.06,2.27,0.101,4.24,0.172,255.6,3.16,94.74,Normal,Warning,Normal,Normal,Warning,Warning,Normal,Normal,Warning,Warning,Normal,Warning,Warning,Normal,Warning,Warning,Normal,Normal,Warning,Warning,Normal,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.1,0.35,0.325,0.4,0.225,Low,Medium,Low,Medium,Low,0.27,Low,None,Continue
LOT_0235,142.37,20.63,108.5,2.5,175.81,79.39,7.5,176.83,84.7,1.28,0.59,0,166.86,94.29,2.06,0.069,50.32,0.0,257.28,3.4,76.21,Warning,Normal,Warning,Normal,Warning,Warning,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Warning,Warning,Normal,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.2,0.5,0.075,0.1,0.3,Low,Medium,Low,Low,Low,0.224,Low,None,Continue
LOT_0236,153.26,20.01,109.84,7.93,153.8,68.81,4.69,175.5,74.17,1.35,0.71,0,160.66,83.06,4.65,0.099,54.08,0.368,252.76,2.76,48.32,Normal,Normal,Warning,Warning,Warning,Normal,Normal,Normal,Warning,Danger,Warning,Normal,Warning,Normal,Normal,Normal,Warning,Warning,Warning,Normal,Normal,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.3,0.175,0.325,0.1,0.3,Low,Low,Low,Low,Low,0.258,Low,Moulding,Immediate Hold / Halt
LOT_0237,148.83,23.18,99.59,6.01,162.45,44.55,4.81,176.85,74.75,0.95,0.31,5,167.94,116.15,6.29,0.074,0.0,0.0,233.22,1.4,131.35,Normal,Warning,Normal,Warning,Normal,Warning,Normal,Normal,Warning,Normal,Warning,Warning,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Warning,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.3,0.175,0.325,0.2,0.1,Low,Low,Low,Low,Low,0.223,Low,None,Continue
LOT_0238,150.69,21.17,82.24,0.0,172.1,64.3,4.78,178.39,93.09,0.96,0.51,3,186.74,52.21,5.02,0.071,37.6,0.151,244.61,3.07,183.39,Normal,Normal,Danger,Normal,Warning,Normal,Normal,Normal,Danger,Normal,Normal,Warning,Danger,Danger,Warning,Normal,Normal,Normal,Normal,Warning,Danger,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.5,1.0,0.2,0.175,0.35,0.5,0.3,Low,Low,Medium,Medium,Low,0.304,Low,Die Attach,Immediate Hold / Halt
LOT_0239,154.85,17.46,96.61,2.19,150.63,55.05,6.1,167.35,88.39,1.1,0.35,2,181.19,103.2,4.01,0.061,25.84,0.173,228.16,4.13,94.66,Normal,Warning,Normal,Normal,Warning,Normal,Warning,Warning,Warning,Normal,Warning,Normal,Warning,Warning,Normal,Normal,Normal,Normal,Normal,Danger,Normal,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.325,0.275,0.2,0.2,Low,Low,Low,Low,Low,0.218,Low,Solder Reflow,Immediate Hold / Halt
LOT_0240,152.39,19.83,94.12,3.26,152.2,94.16,3.15,168.81,76.48,1.26,0.5,0,178.78,103.16,4.81,0.137,81.46,0.578,239.51,3.8,101.5,Normal,Normal,Warning,Normal,Warning,Danger,Normal,Warning,Normal,Warning,Normal,Normal,Warning,Warning,Normal,Warning,Danger,Danger,Normal,Danger,Normal,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.5,1.0,1.0,0.0,1.0,0.0,0.1,0.525,0.175,0.4,0.55,Low,Medium,Low,Medium,Medium,0.34,Medium,Die Attach Cure,Immediate Hold / Halt
LOT_0241,152.99,14.92,98.64,0.75,171.62,76.07,1.89,174.87,88.97,0.96,0.65,3,172.39,85.12,2.18,0.0,41.02,0.253,243.89,2.16,80.84,Normal,Danger,Normal,Normal,Warning,Warning,Danger,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Normal,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.65,0.25,0.1,0.0,Low,Medium,Low,Low,Low,0.215,Low,Die Attach,Immediate Hold / Halt
LOT_0242,156.28,18.99,89.27,6.97,163.36,60.47,7.41,174.88,82.31,0.76,0.46,4,159.11,93.62,4.15,0.083,48.89,0.3,256.82,1.71,94.08,Warning,Normal,Danger,Warning,Normal,Normal,Warning,Normal,Normal,Warning,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Warning,Warning,Normal,Normal,0.5,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.15,0.225,0.1,0.3,Medium,Low,Low,Low,Low,0.269,Low,Die Attach,Immediate Hold / Halt
LOT_0243,150.51,16.79,107.65,13.3,164.86,67.58,5.13,170.72,65.43,0.86,0.22,7,169.19,83.77,5.33,0.0,5.6,0.26,253.23,2.9,97.45,Normal,Warning,Warning,Danger,Normal,Normal,Normal,Normal,Warning,Warning,Warning,Danger,Normal,Normal,Warning,Normal,Normal,Normal,Warning,Normal,Normal,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.6,0.0,0.55,0.1,0.125,Medium,Low,Medium,Low,Low,0.304,Low,Die Attach,Immediate Hold / Halt
LOT_0244,150.47,21.2,101.61,0.0,165.37,43.89,5.12,172.12,100.32,0.99,0.22,2,173.64,120.12,3.12,0.0,43.6,0.043,241.51,2.29,87.91,Normal,Normal,Normal,Normal,Normal,Warning,Normal,Normal,Danger,Normal,Warning,Normal,Normal,Danger,Normal,Normal,Normal,Normal,Normal,Normal,Normal,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.275,0.2,0.0,Low,Low,Low,Low,Low,0.125,Low,Moulding,Immediate Hold / Halt
LOT_0245,154.13,17.95,97.81,3.94,166.2,61.47,5.65,180.06,83.14,1.09,0.18,2,173.36,103.12,2.96,0.027,10.22,0.33,253.27,2.17,117.24,Normal,Warning,Normal,Normal,Normal,Normal,Normal,Warning,Normal,Normal,Danger,Normal,Normal,Warning,Warning,Normal,Normal,Warning,Warning,Normal,Normal,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.1,0.0,0.25,0.2,0.225,Low,Low,Low,Low,Low,0.169,Low,Moulding,Immediate Hold / Halt
LOT_0246,150.74,19.63,98.31,6.99,167.6,94.14,3.72,178.11,75.77,0.83,0.5,2,190.43,86.69,2.3,0.102,0.0,0.236,245.13,3.14,119.21,Normal,Normal,Normal,Warning,Normal,Danger,Normal,Normal,Normal,Warning,Normal,Normal,Danger,Normal,Warning,Warning,Normal,Normal,Normal,Warning,Normal,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.2,0.35,0.075,0.5,0.1,Low,Medium,Low,Medium,Low,0.211,Low,Die Attach Cure,Immediate Hold / Halt
LOT_0247,146.98,19.55,93.87,0.0,167.48,40.9,4.38,169.03,84.4,1.36,0.24,0,169.13,90.28,4.33,0.044,19.18,0.305,253.32,0.94,78.93,Normal,Normal,Warning,Normal,Normal,Warning,Normal,Warning,Normal,Danger,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Normal,Normal,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.1,0.175,0.325,0.0,0.225,Low,Low,Low,Low,Low,0.184,Low,Moulding,Immediate Hold / Halt
LOT_0248,151.28,17.25,113.85,1.46,164.67,68.34,4.11,163.92,76.57,1.21,0.43,0,176.48,84.05,3.23,0.092,42.5,0.607,251.62,3.43,74.82,Normal,Warning,Danger,Normal,Normal,Normal,Normal,Danger,Normal,Warning,Normal,Normal,Warning,Normal,Normal,Normal,Normal,Danger,Warning,Warning,Normal,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.3,0.0,0.275,0.1,0.425,Low,Low,Low,Low,Medium,0.25,Low,Die Attach,Immediate Hold / Halt
LOT_0249,143.84,20.19,100.86,0.0,163.6,65.99,5.54,178.03,82.33,0.9,0.4,0,182.49,90.24,3.66,0.006,94.46,0.089,241.57,2.83,108.01,Warning,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Normal,Warning,Warning,Normal,Warning,Normal,Normal,Normal,Danger,Normal,Normal,Normal,Normal,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.15,0.1,0.15,Low,Low,Low,Low,Low,0.11,Low,Solder Reflow,Immediate Hold / Halt
LOT_0250,155.75,25.42,104.05,0.0,162.94,64.62,8.1,166.61,89.62,1.04,0.67,2,164.1,103.52,4.98,0.158,23.68,0.16,232.53,3.16,102.72,Warning,Danger,Normal,Normal,Normal,Normal,Danger,Warning,Warning,Normal,Normal,Normal,Warning,Warning,Normal,Warning,Normal,Normal,Normal,Warning,Normal,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.3,0.3,0.2,0.4,0.1,Low,Low,Low,Medium,Low,0.24,Low,Die Attach,Immediate Hold / Halt
LOT_0251,144.21,18.38,96.27,0.0,158.46,42.99,4.38,170.57,66.98,1.4,0.75,0,171.91,97.51,5.79,0.015,50.21,0.168,234.31,3.08,128.72,Warning,Normal,Normal,Normal,Warning,Warning,Normal,Normal,Warning,Danger,Warning,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Normal,Warning,Warning,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.5,0.1,0.35,0.325,0.1,0.275,Low,Medium,Low,Low,Low,0.238,Low,Moulding,Immediate Hold / Halt
LOT_0252,165.53,16.4,105.59,2.36,171.27,37.94,3.11,170.34,80.63,0.87,0.63,5,174.2,119.14,4.62,0.0,56.72,0.159,252.28,3.76,103.7,Danger,Warning,Warning,Normal,Warning,Danger,Normal,Normal,Normal,Warning,Normal,Warning,Normal,Warning,Normal,Normal,Warning,Normal,Warning,Danger,Normal,1.0,0.5,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.4,0.525,0.225,0.1,0.4,Medium,Medium,Low,Low,Medium,0.33,Low,Die Attach,Immediate Hold / Halt
